Provincias con mayor número de pernoctaciones;Establecimientos y personal empleado (plazas);Periodo;Total
50 Zaragoza;Número de establecimientos abiertos estimados;2019M12;204
50 Zaragoza;Número de establecimientos abiertos estimados;2019M11;208
50 Zaragoza;Número de establecimientos abiertos estimados;2019M10;211
50 Zaragoza;Número de establecimientos abiertos estimados;2019M09;210
50 Zaragoza;Número de establecimientos abiertos estimados;2019M08;206
50 Zaragoza;Número de establecimientos abiertos estimados;2019M07;211
50 Zaragoza;Número de establecimientos abiertos estimados;2019M06;207
50 Zaragoza;Número de establecimientos abiertos estimados;2019M05;207
50 Zaragoza;Número de establecimientos abiertos estimados;2019M04;202
50 Zaragoza;Número de establecimientos abiertos estimados;2019M03;192
50 Zaragoza;Número de establecimientos abiertos estimados;2019M02;187
50 Zaragoza;Número de establecimientos abiertos estimados;2019M01;191
50 Zaragoza;Número de establecimientos abiertos estimados;2018M12;184
50 Zaragoza;Número de establecimientos abiertos estimados;2018M11;198
50 Zaragoza;Número de establecimientos abiertos estimados;2018M10;202
50 Zaragoza;Número de establecimientos abiertos estimados;2018M09;199
50 Zaragoza;Número de establecimientos abiertos estimados;2018M08;195
50 Zaragoza;Número de establecimientos abiertos estimados;2018M07;198
50 Zaragoza;Número de establecimientos abiertos estimados;2018M06;196
50 Zaragoza;Número de establecimientos abiertos estimados;2018M05;196
50 Zaragoza;Número de establecimientos abiertos estimados;2018M04;194
50 Zaragoza;Número de establecimientos abiertos estimados;2018M03;194
50 Zaragoza;Número de establecimientos abiertos estimados;2018M02;179
50 Zaragoza;Número de establecimientos abiertos estimados;2018M01;176
50 Zaragoza;Número de establecimientos abiertos estimados;2017M12;197
50 Zaragoza;Número de establecimientos abiertos estimados;2017M11;202
50 Zaragoza;Número de establecimientos abiertos estimados;2017M10;209
50 Zaragoza;Número de establecimientos abiertos estimados;2017M09;213
50 Zaragoza;Número de establecimientos abiertos estimados;2017M08;203
50 Zaragoza;Número de establecimientos abiertos estimados;2017M07;202
50 Zaragoza;Número de establecimientos abiertos estimados;2017M06;208
50 Zaragoza;Número de establecimientos abiertos estimados;2017M05;214
50 Zaragoza;Número de establecimientos abiertos estimados;2017M04;204
50 Zaragoza;Número de establecimientos abiertos estimados;2017M03;190
50 Zaragoza;Número de establecimientos abiertos estimados;2017M02;195
50 Zaragoza;Número de establecimientos abiertos estimados;2017M01;197
50 Zaragoza;Número de establecimientos abiertos estimados;2016M12;210
50 Zaragoza;Número de establecimientos abiertos estimados;2016M11;210
50 Zaragoza;Número de establecimientos abiertos estimados;2016M10;215
50 Zaragoza;Número de establecimientos abiertos estimados;2016M09;220
50 Zaragoza;Número de establecimientos abiertos estimados;2016M08;213
50 Zaragoza;Número de establecimientos abiertos estimados;2016M07;212
50 Zaragoza;Número de establecimientos abiertos estimados;2016M06;210
50 Zaragoza;Número de establecimientos abiertos estimados;2016M05;223
50 Zaragoza;Número de establecimientos abiertos estimados;2016M04;224
50 Zaragoza;Número de establecimientos abiertos estimados;2016M03;216
50 Zaragoza;Número de establecimientos abiertos estimados;2016M02;203
50 Zaragoza;Número de establecimientos abiertos estimados;2016M01;202
50 Zaragoza;Número de establecimientos abiertos estimados;2015M12;211
50 Zaragoza;Número de establecimientos abiertos estimados;2015M11;209
50 Zaragoza;Número de establecimientos abiertos estimados;2015M10;208
50 Zaragoza;Número de establecimientos abiertos estimados;2015M09;212
50 Zaragoza;Número de establecimientos abiertos estimados;2015M08;212
50 Zaragoza;Número de establecimientos abiertos estimados;2015M07;217
50 Zaragoza;Número de establecimientos abiertos estimados;2015M06;210
50 Zaragoza;Número de establecimientos abiertos estimados;2015M05;212
50 Zaragoza;Número de establecimientos abiertos estimados;2015M04;198
50 Zaragoza;Número de establecimientos abiertos estimados;2015M03;202
50 Zaragoza;Número de establecimientos abiertos estimados;2015M02;199
50 Zaragoza;Número de establecimientos abiertos estimados;2015M01;199
50 Zaragoza;Número de establecimientos abiertos estimados;2014M12;200
50 Zaragoza;Número de establecimientos abiertos estimados;2014M11;194
50 Zaragoza;Número de establecimientos abiertos estimados;2014M10;195
50 Zaragoza;Número de establecimientos abiertos estimados;2014M09;204
50 Zaragoza;Número de establecimientos abiertos estimados;2014M08;205
50 Zaragoza;Número de establecimientos abiertos estimados;2014M07;213
50 Zaragoza;Número de establecimientos abiertos estimados;2014M06;214
50 Zaragoza;Número de establecimientos abiertos estimados;2014M05;211
50 Zaragoza;Número de establecimientos abiertos estimados;2014M04;208
50 Zaragoza;Número de establecimientos abiertos estimados;2014M03;197
50 Zaragoza;Número de establecimientos abiertos estimados;2014M02;191
50 Zaragoza;Número de establecimientos abiertos estimados;2014M01;187
50 Zaragoza;Número de establecimientos abiertos estimados;2013M12;190
50 Zaragoza;Número de establecimientos abiertos estimados;2013M11;203
50 Zaragoza;Número de establecimientos abiertos estimados;2013M10;203
50 Zaragoza;Número de establecimientos abiertos estimados;2013M09;203
50 Zaragoza;Número de establecimientos abiertos estimados;2013M08;201
50 Zaragoza;Número de establecimientos abiertos estimados;2013M07;202
50 Zaragoza;Número de establecimientos abiertos estimados;2013M06;195
50 Zaragoza;Número de establecimientos abiertos estimados;2013M05;187
50 Zaragoza;Número de establecimientos abiertos estimados;2013M04;189
50 Zaragoza;Número de establecimientos abiertos estimados;2013M03;187
50 Zaragoza;Número de establecimientos abiertos estimados;2013M02;176
50 Zaragoza;Número de establecimientos abiertos estimados;2013M01;179
50 Zaragoza;Número de establecimientos abiertos estimados;2012M12;183
50 Zaragoza;Número de establecimientos abiertos estimados;2012M11;191
50 Zaragoza;Número de establecimientos abiertos estimados;2012M10;192
50 Zaragoza;Número de establecimientos abiertos estimados;2012M09;191
50 Zaragoza;Número de establecimientos abiertos estimados;2012M08;192
50 Zaragoza;Número de establecimientos abiertos estimados;2012M07;193
50 Zaragoza;Número de establecimientos abiertos estimados;2012M06;193
50 Zaragoza;Número de establecimientos abiertos estimados;2012M05;199
50 Zaragoza;Número de establecimientos abiertos estimados;2012M04;187
50 Zaragoza;Número de establecimientos abiertos estimados;2012M03;186
50 Zaragoza;Número de establecimientos abiertos estimados;2012M02;188
50 Zaragoza;Número de establecimientos abiertos estimados;2012M01;180
50 Zaragoza;Número de establecimientos abiertos estimados;2011M12;184
50 Zaragoza;Número de establecimientos abiertos estimados;2011M11;189
50 Zaragoza;Número de establecimientos abiertos estimados;2011M10;190
50 Zaragoza;Número de establecimientos abiertos estimados;2011M09;195
50 Zaragoza;Número de establecimientos abiertos estimados;2011M08;187
50 Zaragoza;Número de establecimientos abiertos estimados;2011M07;194
50 Zaragoza;Número de establecimientos abiertos estimados;2011M06;192
50 Zaragoza;Número de establecimientos abiertos estimados;2011M05;188
50 Zaragoza;Número de establecimientos abiertos estimados;2011M04;184
50 Zaragoza;Número de establecimientos abiertos estimados;2011M03;181
50 Zaragoza;Número de establecimientos abiertos estimados;2011M02;184
50 Zaragoza;Número de establecimientos abiertos estimados;2011M01;183
50 Zaragoza;Número de establecimientos abiertos estimados;2010M12;180
50 Zaragoza;Número de establecimientos abiertos estimados;2010M11;181
50 Zaragoza;Número de establecimientos abiertos estimados;2010M10;184
50 Zaragoza;Número de establecimientos abiertos estimados;2010M09;188
50 Zaragoza;Número de establecimientos abiertos estimados;2010M08;175
50 Zaragoza;Número de establecimientos abiertos estimados;2010M07;183
50 Zaragoza;Número de establecimientos abiertos estimados;2010M06;181
50 Zaragoza;Número de establecimientos abiertos estimados;2010M05;178
50 Zaragoza;Número de establecimientos abiertos estimados;2010M04;175
50 Zaragoza;Número de establecimientos abiertos estimados;2010M03;177
50 Zaragoza;Número de establecimientos abiertos estimados;2010M02;174
50 Zaragoza;Número de establecimientos abiertos estimados;2010M01;174
50 Zaragoza;Número de establecimientos abiertos estimados;2009M12;166
50 Zaragoza;Número de establecimientos abiertos estimados;2009M11;164
50 Zaragoza;Número de establecimientos abiertos estimados;2009M10;170
50 Zaragoza;Número de establecimientos abiertos estimados;2009M09;173
50 Zaragoza;Número de establecimientos abiertos estimados;2009M08;172
50 Zaragoza;Número de establecimientos abiertos estimados;2009M07;171
50 Zaragoza;Número de establecimientos abiertos estimados;2009M06;151
50 Zaragoza;Número de establecimientos abiertos estimados;2009M05;152
50 Zaragoza;Número de establecimientos abiertos estimados;2009M04;153
50 Zaragoza;Número de establecimientos abiertos estimados;2009M03;153
50 Zaragoza;Número de establecimientos abiertos estimados;2009M02;150
50 Zaragoza;Número de establecimientos abiertos estimados;2009M01;151
50 Zaragoza;Número de establecimientos abiertos estimados;2008M12;162
50 Zaragoza;Número de establecimientos abiertos estimados;2008M11;165
50 Zaragoza;Número de establecimientos abiertos estimados;2008M10;146
50 Zaragoza;Número de establecimientos abiertos estimados;2008M09;138
50 Zaragoza;Número de establecimientos abiertos estimados;2008M08;146
50 Zaragoza;Número de establecimientos abiertos estimados;2008M07;148
50 Zaragoza;Número de establecimientos abiertos estimados;2008M06;147
50 Zaragoza;Número de establecimientos abiertos estimados;2008M05;149
50 Zaragoza;Número de establecimientos abiertos estimados;2008M04;132
50 Zaragoza;Número de establecimientos abiertos estimados;2008M03;132
50 Zaragoza;Número de establecimientos abiertos estimados;2008M02;125
50 Zaragoza;Número de establecimientos abiertos estimados;2008M01;123
50 Zaragoza;Número de establecimientos abiertos estimados;2007M12;55
50 Zaragoza;Número de establecimientos abiertos estimados;2007M11;57
50 Zaragoza;Número de establecimientos abiertos estimados;2007M10;57
50 Zaragoza;Número de establecimientos abiertos estimados;2007M09;58
50 Zaragoza;Número de establecimientos abiertos estimados;2007M08;57
50 Zaragoza;Número de establecimientos abiertos estimados;2007M07;54
50 Zaragoza;Número de establecimientos abiertos estimados;2007M06;57
50 Zaragoza;Número de establecimientos abiertos estimados;2007M05;54
50 Zaragoza;Número de establecimientos abiertos estimados;2007M04;54
50 Zaragoza;Número de establecimientos abiertos estimados;2007M03;53
50 Zaragoza;Número de establecimientos abiertos estimados;2007M02;51
50 Zaragoza;Número de establecimientos abiertos estimados;2007M01;52
50 Zaragoza;Número de establecimientos abiertos estimados;2006M12;51
50 Zaragoza;Número de establecimientos abiertos estimados;2006M11;51
50 Zaragoza;Número de establecimientos abiertos estimados;2006M10;53
50 Zaragoza;Número de establecimientos abiertos estimados;2006M09;47
50 Zaragoza;Número de establecimientos abiertos estimados;2006M08;46
50 Zaragoza;Número de establecimientos abiertos estimados;2006M07;46
50 Zaragoza;Número de establecimientos abiertos estimados;2006M06;47
50 Zaragoza;Número de establecimientos abiertos estimados;2006M05;47
50 Zaragoza;Número de establecimientos abiertos estimados;2006M04;47
50 Zaragoza;Número de establecimientos abiertos estimados;2006M03;46
50 Zaragoza;Número de establecimientos abiertos estimados;2006M02;44
50 Zaragoza;Número de establecimientos abiertos estimados;2006M01;44
50 Zaragoza;Número de establecimientos abiertos estimados;2005M12;45
50 Zaragoza;Número de establecimientos abiertos estimados;2005M11;45
50 Zaragoza;Número de establecimientos abiertos estimados;2005M10;46
50 Zaragoza;Número de establecimientos abiertos estimados;2005M09;48
50 Zaragoza;Número de establecimientos abiertos estimados;2005M08;52
50 Zaragoza;Número de establecimientos abiertos estimados;2005M07;52
50 Zaragoza;Número de establecimientos abiertos estimados;2005M06;52
50 Zaragoza;Número de establecimientos abiertos estimados;2005M05;51
50 Zaragoza;Número de establecimientos abiertos estimados;2005M04;50
50 Zaragoza;Número de establecimientos abiertos estimados;2005M03;48
50 Zaragoza;Número de establecimientos abiertos estimados;2005M02;45
50 Zaragoza;Número de establecimientos abiertos estimados;2005M01;45
50 Zaragoza;Número de plazas estimadas;2026M06;1.664
50 Zaragoza;Número de plazas estimadas;2026M05;1.713
50 Zaragoza;Número de plazas estimadas;2026M04;1.693
50 Zaragoza;Número de plazas estimadas;2026M03;1.662
50 Zaragoza;Número de plazas estimadas;2026M02;1.608
50 Zaragoza;Número de plazas estimadas;2026M01;1.525
50 Zaragoza;Número de plazas estimadas;2025M12;1.502
50 Zaragoza;Número de plazas estimadas;2025M11;1.610
50 Zaragoza;Número de plazas estimadas;2025M10;1.512
50 Zaragoza;Número de plazas estimadas;2025M09;1.527
50 Zaragoza;Número de plazas estimadas;2025M08;1.614
50 Zaragoza;Número de plazas estimadas;2025M07;1.618
50 Zaragoza;Número de plazas estimadas;2025M06;1.610
50 Zaragoza;Número de plazas estimadas;2025M05;1.581
50 Zaragoza;Número de plazas estimadas;2025M04;1.398
50 Zaragoza;Número de plazas estimadas;2025M03;1.461
50 Zaragoza;Número de plazas estimadas;2025M02;1.284
50 Zaragoza;Número de plazas estimadas;2025M01;1.146
50 Zaragoza;Número de plazas estimadas;2024M12;1.719
50 Zaragoza;Número de plazas estimadas;2024M11;1.901
50 Zaragoza;Número de plazas estimadas;2024M10;1.871
50 Zaragoza;Número de plazas estimadas;2024M09;1.840
50 Zaragoza;Número de plazas estimadas;2024M08;1.785
50 Zaragoza;Número de plazas estimadas;2024M07;1.804
50 Zaragoza;Número de plazas estimadas;2024M06;1.891
50 Zaragoza;Número de plazas estimadas;2024M05;1.898
50 Zaragoza;Número de plazas estimadas;2024M04;1.829
50 Zaragoza;Número de plazas estimadas;2024M03;1.809
50 Zaragoza;Número de plazas estimadas;2024M02;1.700
50 Zaragoza;Número de plazas estimadas;2024M01;1.750
50 Zaragoza;Número de plazas estimadas;2023M12;1.826
50 Zaragoza;Número de plazas estimadas;2023M11;1.952
50 Zaragoza;Número de plazas estimadas;2023M10;1.982
50 Zaragoza;Número de plazas estimadas;2023M09;1.840
50 Zaragoza;Número de plazas estimadas;2023M08;1.835
50 Zaragoza;Número de plazas estimadas;2023M07;1.842
50 Zaragoza;Número de plazas estimadas;2023M06;1.837
50 Zaragoza;Número de plazas estimadas;2023M05;1.857
50 Zaragoza;Número de plazas estimadas;2023M04;1.840
50 Zaragoza;Número de plazas estimadas;2023M03;1.772
50 Zaragoza;Número de plazas estimadas;2023M02;1.686
50 Zaragoza;Número de plazas estimadas;2023M01;1.659
50 Zaragoza;Número de plazas estimadas;2022M12;1.676
50 Zaragoza;Número de plazas estimadas;2022M11;1.643
50 Zaragoza;Número de plazas estimadas;2022M10;1.717
50 Zaragoza;Número de plazas estimadas;2022M09;1.831
50 Zaragoza;Número de plazas estimadas;2022M08;1.819
50 Zaragoza;Número de plazas estimadas;2022M07;1.870
50 Zaragoza;Número de plazas estimadas;2022M06;1.923
50 Zaragoza;Número de plazas estimadas;2022M05;1.913
50 Zaragoza;Número de plazas estimadas;2022M04;1.819
50 Zaragoza;Número de plazas estimadas;2022M03;1.809
50 Zaragoza;Número de plazas estimadas;2022M02;1.627
50 Zaragoza;Número de plazas estimadas;2022M01;1.500
50 Zaragoza;Número de plazas estimadas;2021M12;1.804
50 Zaragoza;Número de plazas estimadas;2021M11;1.866
50 Zaragoza;Número de plazas estimadas;2021M10;1.914
50 Zaragoza;Número de plazas estimadas;2021M09;1.878
50 Zaragoza;Número de plazas estimadas;2021M08;1.873
50 Zaragoza;Número de plazas estimadas;2021M07;1.791
50 Zaragoza;Número de plazas estimadas;2021M06;1.784
50 Zaragoza;Número de plazas estimadas;2021M05;1.732
50 Zaragoza;Número de plazas estimadas;2021M04;1.646
50 Zaragoza;Número de plazas estimadas;2021M03;1.676
50 Zaragoza;Número de plazas estimadas;2021M02;1.391
50 Zaragoza;Número de plazas estimadas;2021M01;1.405
50 Zaragoza;Número de plazas estimadas;2020M12;1.438
50 Zaragoza;Número de plazas estimadas;2020M11;1.537
50 Zaragoza;Número de plazas estimadas;2020M10;1.702
50 Zaragoza;Número de plazas estimadas;2020M09;1.840
50 Zaragoza;Número de plazas estimadas;2020M08;1.808
50 Zaragoza;Número de plazas estimadas;2020M07;1.747
50 Zaragoza;Número de plazas estimadas;2020M06;1.543
50 Zaragoza;Número de plazas estimadas;2020M05;561
50 Zaragoza;Número de plazas estimadas;2020M04;.
50 Zaragoza;Número de plazas estimadas;2020M03;850
50 Zaragoza;Número de plazas estimadas;2020M02;1.681
50 Zaragoza;Número de plazas estimadas;2020M01;1.625
50 Zaragoza;Número de plazas estimadas;2019M12;1.691
50 Zaragoza;Número de plazas estimadas;2019M11;1.713
50 Zaragoza;Número de plazas estimadas;2019M10;1.729
50 Zaragoza;Número de plazas estimadas;2019M09;1.756
50 Zaragoza;Número de plazas estimadas;2019M08;1.729
50 Zaragoza;Número de plazas estimadas;2019M07;1.781
50 Zaragoza;Número de plazas estimadas;2019M06;1.737
50 Zaragoza;Número de plazas estimadas;2019M05;1.724
50 Zaragoza;Número de plazas estimadas;2019M04;1.701
50 Zaragoza;Número de plazas estimadas;2019M03;1.617
50 Zaragoza;Número de plazas estimadas;2019M02;1.596
50 Zaragoza;Número de plazas estimadas;2019M01;1.609
50 Zaragoza;Número de plazas estimadas;2018M12;1.523
50 Zaragoza;Número de plazas estimadas;2018M11;1.662
50 Zaragoza;Número de plazas estimadas;2018M10;1.679
50 Zaragoza;Número de plazas estimadas;2018M09;1.646
50 Zaragoza;Número de plazas estimadas;2018M08;1.600
50 Zaragoza;Número de plazas estimadas;2018M07;1.642
50 Zaragoza;Número de plazas estimadas;2018M06;1.606
50 Zaragoza;Número de plazas estimadas;2018M05;1.614
50 Zaragoza;Número de plazas estimadas;2018M04;1.605
50 Zaragoza;Número de plazas estimadas;2018M03;1.607
50 Zaragoza;Número de plazas estimadas;2018M02;1.487
50 Zaragoza;Número de plazas estimadas;2018M01;1.481
50 Zaragoza;Número de plazas estimadas;2017M12;1.634
50 Zaragoza;Número de plazas estimadas;2017M11;1.693
50 Zaragoza;Número de plazas estimadas;2017M10;1.762
50 Zaragoza;Número de plazas estimadas;2017M09;1.800
50 Zaragoza;Número de plazas estimadas;2017M08;1.699
50 Zaragoza;Número de plazas estimadas;2017M07;1.703
50 Zaragoza;Número de plazas estimadas;2017M06;1.754
50 Zaragoza;Número de plazas estimadas;2017M05;1.788
50 Zaragoza;Número de plazas estimadas;2017M04;1.697
50 Zaragoza;Número de plazas estimadas;2017M03;1.551
50 Zaragoza;Número de plazas estimadas;2017M02;1.569
50 Zaragoza;Número de plazas estimadas;2017M01;1.583
50 Zaragoza;Número de plazas estimadas;2016M12;1.749
50 Zaragoza;Número de plazas estimadas;2016M11;1.751
50 Zaragoza;Número de plazas estimadas;2016M10;1.816
50 Zaragoza;Número de plazas estimadas;2016M09;1.849
50 Zaragoza;Número de plazas estimadas;2016M08;1.795
50 Zaragoza;Número de plazas estimadas;2016M07;1.758
50 Zaragoza;Número de plazas estimadas;2016M06;1.745
50 Zaragoza;Número de plazas estimadas;2016M05;1.859
50 Zaragoza;Número de plazas estimadas;2016M04;1.886
50 Zaragoza;Número de plazas estimadas;2016M03;1.829
50 Zaragoza;Número de plazas estimadas;2016M02;1.692
50 Zaragoza;Número de plazas estimadas;2016M01;1.692
50 Zaragoza;Número de plazas estimadas;2015M12;1.801
50 Zaragoza;Número de plazas estimadas;2015M11;1.775
50 Zaragoza;Número de plazas estimadas;2015M10;1.772
50 Zaragoza;Número de plazas estimadas;2015M09;1.814
50 Zaragoza;Número de plazas estimadas;2015M08;1.770
50 Zaragoza;Número de plazas estimadas;2015M07;1.831
50 Zaragoza;Número de plazas estimadas;2015M06;1.785
50 Zaragoza;Número de plazas estimadas;2015M05;1.812
50 Zaragoza;Número de plazas estimadas;2015M04;1.662
50 Zaragoza;Número de plazas estimadas;2015M03;1.688
50 Zaragoza;Número de plazas estimadas;2015M02;1.666
50 Zaragoza;Número de plazas estimadas;2015M01;1.639
50 Zaragoza;Número de plazas estimadas;2014M12;1.660
50 Zaragoza;Número de plazas estimadas;2014M11;1.613
50 Zaragoza;Número de plazas estimadas;2014M10;1.643
50 Zaragoza;Número de plazas estimadas;2014M09;1.700
50 Zaragoza;Número de plazas estimadas;2014M08;1.698
50 Zaragoza;Número de plazas estimadas;2014M07;1.762
50 Zaragoza;Número de plazas estimadas;2014M06;1.784
50 Zaragoza;Número de plazas estimadas;2014M05;1.765
50 Zaragoza;Número de plazas estimadas;2014M04;1.747
50 Zaragoza;Número de plazas estimadas;2014M03;1.656
50 Zaragoza;Número de plazas estimadas;2014M02;1.591
50 Zaragoza;Número de plazas estimadas;2014M01;1.561
50 Zaragoza;Número de plazas estimadas;2013M12;1.561
50 Zaragoza;Número de plazas estimadas;2013M11;1.692
50 Zaragoza;Número de plazas estimadas;2013M10;1.694
50 Zaragoza;Número de plazas estimadas;2013M09;1.704
50 Zaragoza;Número de plazas estimadas;2013M08;1.680
50 Zaragoza;Número de plazas estimadas;2013M07;1.687
50 Zaragoza;Número de plazas estimadas;2013M06;1.642
50 Zaragoza;Número de plazas estimadas;2013M05;1.579
50 Zaragoza;Número de plazas estimadas;2013M04;1.606
50 Zaragoza;Número de plazas estimadas;2013M03;1.587
50 Zaragoza;Número de plazas estimadas;2013M02;1.509
50 Zaragoza;Número de plazas estimadas;2013M01;1.520
50 Zaragoza;Número de plazas estimadas;2012M12;1.564
50 Zaragoza;Número de plazas estimadas;2012M11;1.645
50 Zaragoza;Número de plazas estimadas;2012M10;1.654
50 Zaragoza;Número de plazas estimadas;2012M09;1.635
50 Zaragoza;Número de plazas estimadas;2012M08;1.639
50 Zaragoza;Número de plazas estimadas;2012M07;1.643
50 Zaragoza;Número de plazas estimadas;2012M06;1.651
50 Zaragoza;Número de plazas estimadas;2012M05;1.695
50 Zaragoza;Número de plazas estimadas;2012M04;1.605
50 Zaragoza;Número de plazas estimadas;2012M03;1.593
50 Zaragoza;Número de plazas estimadas;2012M02;1.609
50 Zaragoza;Número de plazas estimadas;2012M01;1.560
50 Zaragoza;Número de plazas estimadas;2011M12;1.581
50 Zaragoza;Número de plazas estimadas;2011M11;1.620
50 Zaragoza;Número de plazas estimadas;2011M10;1.628
50 Zaragoza;Número de plazas estimadas;2011M09;1.650
50 Zaragoza;Número de plazas estimadas;2011M08;1.586
50 Zaragoza;Número de plazas estimadas;2011M07;1.648
50 Zaragoza;Número de plazas estimadas;2011M06;1.642
50 Zaragoza;Número de plazas estimadas;2011M05;1.604
50 Zaragoza;Número de plazas estimadas;2011M04;1.606
50 Zaragoza;Número de plazas estimadas;2011M03;1.569
50 Zaragoza;Número de plazas estimadas;2011M02;1.595
50 Zaragoza;Número de plazas estimadas;2011M01;1.586
50 Zaragoza;Número de plazas estimadas;2010M12;1.538
50 Zaragoza;Número de plazas estimadas;2010M11;1.549
50 Zaragoza;Número de plazas estimadas;2010M10;1.574
50 Zaragoza;Número de plazas estimadas;2010M09;1.587
50 Zaragoza;Número de plazas estimadas;2010M08;1.477
50 Zaragoza;Número de plazas estimadas;2010M07;1.544
50 Zaragoza;Número de plazas estimadas;2010M06;1.520
50 Zaragoza;Número de plazas estimadas;2010M05;1.502
50 Zaragoza;Número de plazas estimadas;2010M04;1.482
50 Zaragoza;Número de plazas estimadas;2010M03;1.493
50 Zaragoza;Número de plazas estimadas;2010M02;1.478
50 Zaragoza;Número de plazas estimadas;2010M01;1.477
50 Zaragoza;Número de plazas estimadas;2009M12;1.388
50 Zaragoza;Número de plazas estimadas;2009M11;1.375
50 Zaragoza;Número de plazas estimadas;2009M10;1.420
50 Zaragoza;Número de plazas estimadas;2009M09;1.449
50 Zaragoza;Número de plazas estimadas;2009M08;1.445
50 Zaragoza;Número de plazas estimadas;2009M07;1.433
50 Zaragoza;Número de plazas estimadas;2009M06;1.286
50 Zaragoza;Número de plazas estimadas;2009M05;1.307
50 Zaragoza;Número de plazas estimadas;2009M04;1.305
50 Zaragoza;Número de plazas estimadas;2009M03;1.308
50 Zaragoza;Número de plazas estimadas;2009M02;1.267
50 Zaragoza;Número de plazas estimadas;2009M01;1.275
50 Zaragoza;Número de plazas estimadas;2008M12;1.383
50 Zaragoza;Número de plazas estimadas;2008M11;1.409
50 Zaragoza;Número de plazas estimadas;2008M10;1.266
50 Zaragoza;Número de plazas estimadas;2008M09;1.179
50 Zaragoza;Número de plazas estimadas;2008M08;1.265
50 Zaragoza;Número de plazas estimadas;2008M07;1.269
50 Zaragoza;Número de plazas estimadas;2008M06;1.268
50 Zaragoza;Número de plazas estimadas;2008M05;1.272
50 Zaragoza;Número de plazas estimadas;2008M04;1.128
50 Zaragoza;Número de plazas estimadas;2008M03;1.113
50 Zaragoza;Número de plazas estimadas;2008M02;1.048
50 Zaragoza;Número de plazas estimadas;2008M01;1.035
50 Zaragoza;Número de plazas estimadas;2007M12;501
50 Zaragoza;Número de plazas estimadas;2007M11;514
50 Zaragoza;Número de plazas estimadas;2007M10;523
50 Zaragoza;Número de plazas estimadas;2007M09;527
50 Zaragoza;Número de plazas estimadas;2007M08;513
50 Zaragoza;Número de plazas estimadas;2007M07;503
50 Zaragoza;Número de plazas estimadas;2007M06;530
50 Zaragoza;Número de plazas estimadas;2007M05;513
50 Zaragoza;Número de plazas estimadas;2007M04;513
50 Zaragoza;Número de plazas estimadas;2007M03;500
50 Zaragoza;Número de plazas estimadas;2007M02;486
50 Zaragoza;Número de plazas estimadas;2007M01;492
50 Zaragoza;Número de plazas estimadas;2006M12;478
50 Zaragoza;Número de plazas estimadas;2006M11;477
50 Zaragoza;Número de plazas estimadas;2006M10;493
50 Zaragoza;Número de plazas estimadas;2006M09;439
50 Zaragoza;Número de plazas estimadas;2006M08;429
50 Zaragoza;Número de plazas estimadas;2006M07;429
50 Zaragoza;Número de plazas estimadas;2006M06;431
50 Zaragoza;Número de plazas estimadas;2006M05;443
50 Zaragoza;Número de plazas estimadas;2006M04;443
50 Zaragoza;Número de plazas estimadas;2006M03;427
50 Zaragoza;Número de plazas estimadas;2006M02;405
50 Zaragoza;Número de plazas estimadas;2006M01;405
50 Zaragoza;Número de plazas estimadas;2005M12;417
50 Zaragoza;Número de plazas estimadas;2005M11;417
50 Zaragoza;Número de plazas estimadas;2005M10;429
50 Zaragoza;Número de plazas estimadas;2005M09;441
50 Zaragoza;Número de plazas estimadas;2005M08;472
50 Zaragoza;Número de plazas estimadas;2005M07;464
50 Zaragoza;Número de plazas estimadas;2005M06;458
50 Zaragoza;Número de plazas estimadas;2005M05;454
50 Zaragoza;Número de plazas estimadas;2005M04;446
50 Zaragoza;Número de plazas estimadas;2005M03;430
50 Zaragoza;Número de plazas estimadas;2005M02;400
50 Zaragoza;Número de plazas estimadas;2005M01;396
50 Zaragoza;Grado de ocupación por plazas;2026M06;14,14
50 Zaragoza;Grado de ocupación por plazas;2026M05;14,9
50 Zaragoza;Grado de ocupación por plazas;2026M04;24,25
50 Zaragoza;Grado de ocupación por plazas;2026M03;14,15
50 Zaragoza;Grado de ocupación por plazas;2026M02;7,82
50 Zaragoza;Grado de ocupación por plazas;2026M01;6,65
50 Zaragoza;Grado de ocupación por plazas;2025M12;18,09
50 Zaragoza;Grado de ocupación por plazas;2025M11;18,88
50 Zaragoza;Grado de ocupación por plazas;2025M10;20,9
50 Zaragoza;Grado de ocupación por plazas;2025M09;20,37
50 Zaragoza;Grado de ocupación por plazas;2025M08;28,85
50 Zaragoza;Grado de ocupación por plazas;2025M07;20,95
50 Zaragoza;Grado de ocupación por plazas;2025M06;19,1
50 Zaragoza;Grado de ocupación por plazas;2025M05;19,05
50 Zaragoza;Grado de ocupación por plazas;2025M04;20,49
50 Zaragoza;Grado de ocupación por plazas;2025M03;13,09
50 Zaragoza;Grado de ocupación por plazas;2025M02;12,82
50 Zaragoza;Grado de ocupación por plazas;2025M01;12,39
50 Zaragoza;Grado de ocupación por plazas;2024M12;15,56
50 Zaragoza;Grado de ocupación por plazas;2024M11;15,91
50 Zaragoza;Grado de ocupación por plazas;2024M10;16,86
50 Zaragoza;Grado de ocupación por plazas;2024M09;18,38
50 Zaragoza;Grado de ocupación por plazas;2024M08;30,15
50 Zaragoza;Grado de ocupación por plazas;2024M07;21,01
50 Zaragoza;Grado de ocupación por plazas;2024M06;17,54
