Provincias con mayor número de pernoctaciones;Viajeros y pernoctaciones;Residencia;Periodo;Total
46 Valencia/València;Viajero;Residentes en el Extranjero;2017M04;562
46 Valencia/València;Viajero;Residentes en el Extranjero;2017M03;559
46 Valencia/València;Viajero;Residentes en el Extranjero;2017M02;156
46 Valencia/València;Viajero;Residentes en el Extranjero;2017M01;197
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M12;185
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M11;225
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M10;204
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M09;192
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M08;511
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M07;429
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M06;219
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M05;349
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M04;224
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M03;280
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M02;184
46 Valencia/València;Viajero;Residentes en el Extranjero;2016M01;227
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M12;116
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M11;225
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M10;100
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M09;133
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M08;529
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M07;299
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M06;141
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M05;114
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M04;126
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M03;25
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M02;60
46 Valencia/València;Viajero;Residentes en el Extranjero;2015M01;63
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M12;60
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M11;71
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M10;145
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M09;70
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M08;640
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M07;396
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M06;185
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M05;96
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M04;98
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M03;72
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M02;28
46 Valencia/València;Viajero;Residentes en el Extranjero;2014M01;44
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M12;35
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M11;223
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M10;231
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M09;178
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M08;440
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M07;182
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M06;118
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M05;249
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M04;264
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M03;95
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M02;11
46 Valencia/València;Viajero;Residentes en el Extranjero;2013M01;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M12;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M11;97
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M10;174
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M09;126
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M08;1.280
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M07;804
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M06;226
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M05;222
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M04;71
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M03;180
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M02;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2012M01;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M12;186
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M11;95
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M10;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M09;291
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M08;370
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M07;323
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M06;97
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M05;145
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M04;182
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M03;9
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M02;17
46 Valencia/València;Viajero;Residentes en el Extranjero;2011M01;186
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M12;45
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M11;141
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M10;59
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M09;353
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M08;201
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M07;83
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M06;13
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M05;253
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M04;107
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M03;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M02;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2010M01;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M12;81
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M11;9
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M10;62
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M09;179
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M08;292
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M07;63
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M06;67
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M05;86
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M04;123
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M03;56
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M02;108
46 Valencia/València;Viajero;Residentes en el Extranjero;2009M01;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M12;95
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M11;86
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M10;145
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M09;132
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M08;367
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M07;200
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M06;196
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M05;270
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M04;397
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M03;155
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M02;47
46 Valencia/València;Viajero;Residentes en el Extranjero;2008M01;14
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M12;29
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M11;248
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M10;441
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M09;227
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M08;290
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M07;166
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M06;351
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M05;264
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M04;346
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M03;414
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M02;80
46 Valencia/València;Viajero;Residentes en el Extranjero;2007M01;119
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M12;108
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M11;112
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M10;459
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M09;192
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M08;210
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M07;695
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M06;162
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M05;162
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M04;138
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M03;226
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M02;45
46 Valencia/València;Viajero;Residentes en el Extranjero;2006M01;0
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M12;19
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M11;64
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M10;167
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M09;518
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M08;291
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M07;363
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M06;102
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M05;144
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M04;82
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M03;175
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M02;85
46 Valencia/València;Viajero;Residentes en el Extranjero;2005M01;43
46 Valencia/València;Pernoctaciones;Residentes en España;2026M06;8.932
46 Valencia/València;Pernoctaciones;Residentes en España;2026M05;11.363
46 Valencia/València;Pernoctaciones;Residentes en España;2026M04;9.380
46 Valencia/València;Pernoctaciones;Residentes en España;2026M03;7.015
46 Valencia/València;Pernoctaciones;Residentes en España;2026M02;8.942
46 Valencia/València;Pernoctaciones;Residentes en España;2026M01;6.385
46 Valencia/València;Pernoctaciones;Residentes en España;2025M12;12.232
46 Valencia/València;Pernoctaciones;Residentes en España;2025M11;11.073
46 Valencia/València;Pernoctaciones;Residentes en España;2025M10;10.647
46 Valencia/València;Pernoctaciones;Residentes en España;2025M09;10.247
46 Valencia/València;Pernoctaciones;Residentes en España;2025M08;17.909
46 Valencia/València;Pernoctaciones;Residentes en España;2025M07;11.922
46 Valencia/València;Pernoctaciones;Residentes en España;2025M06;8.278
46 Valencia/València;Pernoctaciones;Residentes en España;2025M05;8.771
46 Valencia/València;Pernoctaciones;Residentes en España;2025M04;7.653
46 Valencia/València;Pernoctaciones;Residentes en España;2025M03;3.528
46 Valencia/València;Pernoctaciones;Residentes en España;2025M02;3.293
46 Valencia/València;Pernoctaciones;Residentes en España;2025M01;4.021
46 Valencia/València;Pernoctaciones;Residentes en España;2024M12;9.968
46 Valencia/València;Pernoctaciones;Residentes en España;2024M11;6.824
46 Valencia/València;Pernoctaciones;Residentes en España;2024M10;7.465
46 Valencia/València;Pernoctaciones;Residentes en España;2024M09;9.415
46 Valencia/València;Pernoctaciones;Residentes en España;2024M08;15.383
46 Valencia/València;Pernoctaciones;Residentes en España;2024M07;10.650
46 Valencia/València;Pernoctaciones;Residentes en España;2024M06;9.678
46 Valencia/València;Pernoctaciones;Residentes en España;2024M05;9.327
46 Valencia/València;Pernoctaciones;Residentes en España;2024M04;8.778
46 Valencia/València;Pernoctaciones;Residentes en España;2024M03;11.343
46 Valencia/València;Pernoctaciones;Residentes en España;2024M02;5.994
46 Valencia/València;Pernoctaciones;Residentes en España;2024M01;3.633
46 Valencia/València;Pernoctaciones;Residentes en España;2023M12;11.257
46 Valencia/València;Pernoctaciones;Residentes en España;2023M11;7.642
46 Valencia/València;Pernoctaciones;Residentes en España;2023M10;9.407
46 Valencia/València;Pernoctaciones;Residentes en España;2023M09;7.309
46 Valencia/València;Pernoctaciones;Residentes en España;2023M08;14.098
46 Valencia/València;Pernoctaciones;Residentes en España;2023M07;7.894
46 Valencia/València;Pernoctaciones;Residentes en España;2023M06;8.102
46 Valencia/València;Pernoctaciones;Residentes en España;2023M05;7.657
46 Valencia/València;Pernoctaciones;Residentes en España;2023M04;11.298
46 Valencia/València;Pernoctaciones;Residentes en España;2023M03;6.497
46 Valencia/València;Pernoctaciones;Residentes en España;2023M02;4.957
46 Valencia/València;Pernoctaciones;Residentes en España;2023M01;4.723
46 Valencia/València;Pernoctaciones;Residentes en España;2022M12;8.534
46 Valencia/València;Pernoctaciones;Residentes en España;2022M11;6.993
46 Valencia/València;Pernoctaciones;Residentes en España;2022M10;8.018
46 Valencia/València;Pernoctaciones;Residentes en España;2022M09;6.515
46 Valencia/València;Pernoctaciones;Residentes en España;2022M08;17.416
46 Valencia/València;Pernoctaciones;Residentes en España;2022M07;13.783
46 Valencia/València;Pernoctaciones;Residentes en España;2022M06;8.060
46 Valencia/València;Pernoctaciones;Residentes en España;2022M05;7.994
46 Valencia/València;Pernoctaciones;Residentes en España;2022M04;12.143
46 Valencia/València;Pernoctaciones;Residentes en España;2022M03;4.787
46 Valencia/València;Pernoctaciones;Residentes en España;2022M02;4.744
46 Valencia/València;Pernoctaciones;Residentes en España;2022M01;4.256
46 Valencia/València;Pernoctaciones;Residentes en España;2021M12;9.902
46 Valencia/València;Pernoctaciones;Residentes en España;2021M11;8.710
46 Valencia/València;Pernoctaciones;Residentes en España;2021M10;11.131
46 Valencia/València;Pernoctaciones;Residentes en España;2021M09;9.636
46 Valencia/València;Pernoctaciones;Residentes en España;2021M08;18.401
46 Valencia/València;Pernoctaciones;Residentes en España;2021M07;15.316
46 Valencia/València;Pernoctaciones;Residentes en España;2021M06;8.428
46 Valencia/València;Pernoctaciones;Residentes en España;2021M05;6.949
46 Valencia/València;Pernoctaciones;Residentes en España;2021M04;7.632
46 Valencia/València;Pernoctaciones;Residentes en España;2021M03;5.150
46 Valencia/València;Pernoctaciones;Residentes en España;2021M02;1.146
46 Valencia/València;Pernoctaciones;Residentes en España;2021M01;2.030
46 Valencia/València;Pernoctaciones;Residentes en España;2020M12;8.135
46 Valencia/València;Pernoctaciones;Residentes en España;2020M11;.
46 Valencia/València;Pernoctaciones;Residentes en España;2020M10;9.354
46 Valencia/València;Pernoctaciones;Residentes en España;2020M09;7.947
46 Valencia/València;Pernoctaciones;Residentes en España;2020M08;22.893
46 Valencia/València;Pernoctaciones;Residentes en España;2020M07;15.091
46 Valencia/València;Pernoctaciones;Residentes en España;2020M06;2.779
46 Valencia/València;Pernoctaciones;Residentes en España;2020M05;.
46 Valencia/València;Pernoctaciones;Residentes en España;2020M04;.
46 Valencia/València;Pernoctaciones;Residentes en España;2020M03;1.871
46 Valencia/València;Pernoctaciones;Residentes en España;2020M02;5.160
46 Valencia/València;Pernoctaciones;Residentes en España;2020M01;4.488
46 Valencia/València;Pernoctaciones;Residentes en España;2019M12;12.951
46 Valencia/València;Pernoctaciones;Residentes en España;2019M11;9.881
46 Valencia/València;Pernoctaciones;Residentes en España;2019M10;10.241
46 Valencia/València;Pernoctaciones;Residentes en España;2019M09;6.157
46 Valencia/València;Pernoctaciones;Residentes en España;2019M08;26.991
46 Valencia/València;Pernoctaciones;Residentes en España;2019M07;28.094
46 Valencia/València;Pernoctaciones;Residentes en España;2019M06;22.232
46 Valencia/València;Pernoctaciones;Residentes en España;2019M05;15.852
46 Valencia/València;Pernoctaciones;Residentes en España;2019M04;18.874
46 Valencia/València;Pernoctaciones;Residentes en España;2019M03;8.560
46 Valencia/València;Pernoctaciones;Residentes en España;2019M02;5.112
46 Valencia/València;Pernoctaciones;Residentes en España;2019M01;3.719
46 Valencia/València;Pernoctaciones;Residentes en España;2018M12;14.636
46 Valencia/València;Pernoctaciones;Residentes en España;2018M11;8.061
46 Valencia/València;Pernoctaciones;Residentes en España;2018M10;9.431
46 Valencia/València;Pernoctaciones;Residentes en España;2018M09;6.731
46 Valencia/València;Pernoctaciones;Residentes en España;2018M08;26.880
46 Valencia/València;Pernoctaciones;Residentes en España;2018M07;24.093
46 Valencia/València;Pernoctaciones;Residentes en España;2018M06;23.274
46 Valencia/València;Pernoctaciones;Residentes en España;2018M05;16.891
46 Valencia/València;Pernoctaciones;Residentes en España;2018M04;18.793
46 Valencia/València;Pernoctaciones;Residentes en España;2018M03;13.183
46 Valencia/València;Pernoctaciones;Residentes en España;2018M02;4.908
46 Valencia/València;Pernoctaciones;Residentes en España;2018M01;3.952
46 Valencia/València;Pernoctaciones;Residentes en España;2017M12;14.687
46 Valencia/València;Pernoctaciones;Residentes en España;2017M11;6.023
46 Valencia/València;Pernoctaciones;Residentes en España;2017M10;8.186
46 Valencia/València;Pernoctaciones;Residentes en España;2017M09;7.214
46 Valencia/València;Pernoctaciones;Residentes en España;2017M08;26.788
46 Valencia/València;Pernoctaciones;Residentes en España;2017M07;22.039
46 Valencia/València;Pernoctaciones;Residentes en España;2017M06;18.263
46 Valencia/València;Pernoctaciones;Residentes en España;2017M05;16.785
46 Valencia/València;Pernoctaciones;Residentes en España;2017M04;20.434
46 Valencia/València;Pernoctaciones;Residentes en España;2017M03;5.672
46 Valencia/València;Pernoctaciones;Residentes en España;2017M02;5.081
46 Valencia/València;Pernoctaciones;Residentes en España;2017M01;3.963
46 Valencia/València;Pernoctaciones;Residentes en España;2016M12;10.309
46 Valencia/València;Pernoctaciones;Residentes en España;2016M11;6.367
46 Valencia/València;Pernoctaciones;Residentes en España;2016M10;7.911
46 Valencia/València;Pernoctaciones;Residentes en España;2016M09;7.711
46 Valencia/València;Pernoctaciones;Residentes en España;2016M08;21.138
46 Valencia/València;Pernoctaciones;Residentes en España;2016M07;21.542
46 Valencia/València;Pernoctaciones;Residentes en España;2016M06;17.029
46 Valencia/València;Pernoctaciones;Residentes en España;2016M05;13.409
46 Valencia/València;Pernoctaciones;Residentes en España;2016M04;13.590
46 Valencia/València;Pernoctaciones;Residentes en España;2016M03;14.817
46 Valencia/València;Pernoctaciones;Residentes en España;2016M02;3.567
46 Valencia/València;Pernoctaciones;Residentes en España;2016M01;5.642
46 Valencia/València;Pernoctaciones;Residentes en España;2015M12;10.155
46 Valencia/València;Pernoctaciones;Residentes en España;2015M11;5.323
46 Valencia/València;Pernoctaciones;Residentes en España;2015M10;10.245
46 Valencia/València;Pernoctaciones;Residentes en España;2015M09;4.850
46 Valencia/València;Pernoctaciones;Residentes en España;2015M08;21.825
46 Valencia/València;Pernoctaciones;Residentes en España;2015M07;20.532
46 Valencia/València;Pernoctaciones;Residentes en España;2015M06;16.669
46 Valencia/València;Pernoctaciones;Residentes en España;2015M05;13.579
46 Valencia/València;Pernoctaciones;Residentes en España;2015M04;15.788
46 Valencia/València;Pernoctaciones;Residentes en España;2015M03;5.267
46 Valencia/València;Pernoctaciones;Residentes en España;2015M02;2.648
46 Valencia/València;Pernoctaciones;Residentes en España;2015M01;3.651
46 Valencia/València;Pernoctaciones;Residentes en España;2014M12;9.018
46 Valencia/València;Pernoctaciones;Residentes en España;2014M11;4.856
46 Valencia/València;Pernoctaciones;Residentes en España;2014M10;5.116
46 Valencia/València;Pernoctaciones;Residentes en España;2014M09;4.645
46 Valencia/València;Pernoctaciones;Residentes en España;2014M08;19.254
46 Valencia/València;Pernoctaciones;Residentes en España;2014M07;21.818
46 Valencia/València;Pernoctaciones;Residentes en España;2014M06;19.230
46 Valencia/València;Pernoctaciones;Residentes en España;2014M05;17.119
46 Valencia/València;Pernoctaciones;Residentes en España;2014M04;18.495
46 Valencia/València;Pernoctaciones;Residentes en España;2014M03;4.218
46 Valencia/València;Pernoctaciones;Residentes en España;2014M02;1.900
46 Valencia/València;Pernoctaciones;Residentes en España;2014M01;1.956
46 Valencia/València;Pernoctaciones;Residentes en España;2013M12;9.355
46 Valencia/València;Pernoctaciones;Residentes en España;2013M11;6.772
46 Valencia/València;Pernoctaciones;Residentes en España;2013M10;6.819
46 Valencia/València;Pernoctaciones;Residentes en España;2013M09;6.157
46 Valencia/València;Pernoctaciones;Residentes en España;2013M08;22.328
46 Valencia/València;Pernoctaciones;Residentes en España;2013M07;19.371
46 Valencia/València;Pernoctaciones;Residentes en España;2013M06;18.048
46 Valencia/València;Pernoctaciones;Residentes en España;2013M05;14.079
46 Valencia/València;Pernoctaciones;Residentes en España;2013M04;8.506
46 Valencia/València;Pernoctaciones;Residentes en España;2013M03;9.943
46 Valencia/València;Pernoctaciones;Residentes en España;2013M02;3.014
46 Valencia/València;Pernoctaciones;Residentes en España;2013M01;2.498
46 Valencia/València;Pernoctaciones;Residentes en España;2012M12;6.967
46 Valencia/València;Pernoctaciones;Residentes en España;2012M11;4.667
46 Valencia/València;Pernoctaciones;Residentes en España;2012M10;4.858
46 Valencia/València;Pernoctaciones;Residentes en España;2012M09;6.165
46 Valencia/València;Pernoctaciones;Residentes en España;2012M08;19.402
46 Valencia/València;Pernoctaciones;Residentes en España;2012M07;15.429
46 Valencia/València;Pernoctaciones;Residentes en España;2012M06;16.629
46 Valencia/València;Pernoctaciones;Residentes en España;2012M05;11.495
46 Valencia/València;Pernoctaciones;Residentes en España;2012M04;13.348
46 Valencia/València;Pernoctaciones;Residentes en España;2012M03;5.911
46 Valencia/València;Pernoctaciones;Residentes en España;2012M02;3.292
46 Valencia/València;Pernoctaciones;Residentes en España;2012M01;3.169
46 Valencia/València;Pernoctaciones;Residentes en España;2011M12;8.962
46 Valencia/València;Pernoctaciones;Residentes en España;2011M11;9.649
46 Valencia/València;Pernoctaciones;Residentes en España;2011M10;8.091
46 Valencia/València;Pernoctaciones;Residentes en España;2011M09;6.113
46 Valencia/València;Pernoctaciones;Residentes en España;2011M08;26.862
46 Valencia/València;Pernoctaciones;Residentes en España;2011M07;23.054
46 Valencia/València;Pernoctaciones;Residentes en España;2011M06;14.103
46 Valencia/València;Pernoctaciones;Residentes en España;2011M05;13.604
46 Valencia/València;Pernoctaciones;Residentes en España;2011M04;12.673
46 Valencia/València;Pernoctaciones;Residentes en España;2011M03;6.582
46 Valencia/València;Pernoctaciones;Residentes en España;2011M02;3.821
46 Valencia/València;Pernoctaciones;Residentes en España;2011M01;4.590
46 Valencia/València;Pernoctaciones;Residentes en España;2010M12;8.875
46 Valencia/València;Pernoctaciones;Residentes en España;2010M11;4.231
46 Valencia/València;Pernoctaciones;Residentes en España;2010M10;6.803
46 Valencia/València;Pernoctaciones;Residentes en España;2010M09;5.693
46 Valencia/València;Pernoctaciones;Residentes en España;2010M08;23.229
46 Valencia/València;Pernoctaciones;Residentes en España;2010M07;21.384
46 Valencia/València;Pernoctaciones;Residentes en España;2010M06;13.947
46 Valencia/València;Pernoctaciones;Residentes en España;2010M05;10.158
46 Valencia/València;Pernoctaciones;Residentes en España;2010M04;15.191
46 Valencia/València;Pernoctaciones;Residentes en España;2010M03;7.446
46 Valencia/València;Pernoctaciones;Residentes en España;2010M02;2.956
46 Valencia/València;Pernoctaciones;Residentes en España;2010M01;3.584
46 Valencia/València;Pernoctaciones;Residentes en España;2009M12;6.666
46 Valencia/València;Pernoctaciones;Residentes en España;2009M11;5.115
46 Valencia/València;Pernoctaciones;Residentes en España;2009M10;7.746
46 Valencia/València;Pernoctaciones;Residentes en España;2009M09;7.516
46 Valencia/València;Pernoctaciones;Residentes en España;2009M08;23.553
46 Valencia/València;Pernoctaciones;Residentes en España;2009M07;18.012
46 Valencia/València;Pernoctaciones;Residentes en España;2009M06;14.137
46 Valencia/València;Pernoctaciones;Residentes en España;2009M05;13.266
46 Valencia/València;Pernoctaciones;Residentes en España;2009M04;17.307
46 Valencia/València;Pernoctaciones;Residentes en España;2009M03;5.482
46 Valencia/València;Pernoctaciones;Residentes en España;2009M02;3.069
46 Valencia/València;Pernoctaciones;Residentes en España;2009M01;4.088
46 Valencia/València;Pernoctaciones;Residentes en España;2008M12;10.282
46 Valencia/València;Pernoctaciones;Residentes en España;2008M11;6.532
46 Valencia/València;Pernoctaciones;Residentes en España;2008M10;9.869
46 Valencia/València;Pernoctaciones;Residentes en España;2008M09;6.904
46 Valencia/València;Pernoctaciones;Residentes en España;2008M08;22.605
46 Valencia/València;Pernoctaciones;Residentes en España;2008M07;18.691
46 Valencia/València;Pernoctaciones;Residentes en España;2008M06;14.480
46 Valencia/València;Pernoctaciones;Residentes en España;2008M05;15.740
46 Valencia/València;Pernoctaciones;Residentes en España;2008M04;12.246
46 Valencia/València;Pernoctaciones;Residentes en España;2008M03;13.894
46 Valencia/València;Pernoctaciones;Residentes en España;2008M02;3.987
46 Valencia/València;Pernoctaciones;Residentes en España;2008M01;3.415
46 Valencia/València;Pernoctaciones;Residentes en España;2007M12;13.027
46 Valencia/València;Pernoctaciones;Residentes en España;2007M11;6.762
46 Valencia/València;Pernoctaciones;Residentes en España;2007M10;10.617
46 Valencia/València;Pernoctaciones;Residentes en España;2007M09;5.453
46 Valencia/València;Pernoctaciones;Residentes en España;2007M08;20.388
46 Valencia/València;Pernoctaciones;Residentes en España;2007M07;22.536
46 Valencia/València;Pernoctaciones;Residentes en España;2007M06;13.575
46 Valencia/València;Pernoctaciones;Residentes en España;2007M05;9.812
46 Valencia/València;Pernoctaciones;Residentes en España;2007M04;20.842
46 Valencia/València;Pernoctaciones;Residentes en España;2007M03;9.064
46 Valencia/València;Pernoctaciones;Residentes en España;2007M02;5.290
46 Valencia/València;Pernoctaciones;Residentes en España;2007M01;4.210
46 Valencia/València;Pernoctaciones;Residentes en España;2006M12;13.556
46 Valencia/València;Pernoctaciones;Residentes en España;2006M11;6.371
46 Valencia/València;Pernoctaciones;Residentes en España;2006M10;11.578
46 Valencia/València;Pernoctaciones;Residentes en España;2006M09;4.554
46 Valencia/València;Pernoctaciones;Residentes en España;2006M08;27.429
46 Valencia/València;Pernoctaciones;Residentes en España;2006M07;14.557
46 Valencia/València;Pernoctaciones;Residentes en España;2006M06;8.776
46 Valencia/València;Pernoctaciones;Residentes en España;2006M05;13.702
46 Valencia/València;Pernoctaciones;Residentes en España;2006M04;21.706
46 Valencia/València;Pernoctaciones;Residentes en España;2006M03;10.109
46 Valencia/València;Pernoctaciones;Residentes en España;2006M02;4.265
46 Valencia/València;Pernoctaciones;Residentes en España;2006M01;3.378
46 Valencia/València;Pernoctaciones;Residentes en España;2005M12;9.907
46 Valencia/València;Pernoctaciones;Residentes en España;2005M11;5.695
46 Valencia/València;Pernoctaciones;Residentes en España;2005M10;8.404
46 Valencia/València;Pernoctaciones;Residentes en España;2005M09;3.861
46 Valencia/València;Pernoctaciones;Residentes en España;2005M08;25.418
46 Valencia/València;Pernoctaciones;Residentes en España;2005M07;21.295
46 Valencia/València;Pernoctaciones;Residentes en España;2005M06;16.587
46 Valencia/València;Pernoctaciones;Residentes en España;2005M05;13.539
46 Valencia/València;Pernoctaciones;Residentes en España;2005M04;12.417
46 Valencia/València;Pernoctaciones;Residentes en España;2005M03;10.914
46 Valencia/València;Pernoctaciones;Residentes en España;2005M02;3.395
46 Valencia/València;Pernoctaciones;Residentes en España;2005M01;3.242
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2026M06;3.144
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2026M05;2.436
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2026M04;1.375
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2026M03;1.294
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2026M02;935
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2026M01;501
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M12;635
