Provincias con mayor número de pernoctaciones;Viajeros y pernoctaciones;Residencia;Periodo;Total
39 Cantabria;Pernoctaciones;Residentes en España;2013M07;56.759
39 Cantabria;Pernoctaciones;Residentes en España;2013M06;22.843
39 Cantabria;Pernoctaciones;Residentes en España;2013M05;17.348
39 Cantabria;Pernoctaciones;Residentes en España;2013M04;12.132
39 Cantabria;Pernoctaciones;Residentes en España;2013M03;26.282
39 Cantabria;Pernoctaciones;Residentes en España;2013M02;7.742
39 Cantabria;Pernoctaciones;Residentes en España;2013M01;4.611
39 Cantabria;Pernoctaciones;Residentes en España;2012M12;14.996
39 Cantabria;Pernoctaciones;Residentes en España;2012M11;20.474
39 Cantabria;Pernoctaciones;Residentes en España;2012M10;21.065
39 Cantabria;Pernoctaciones;Residentes en España;2012M09;36.720
39 Cantabria;Pernoctaciones;Residentes en España;2012M08;105.010
39 Cantabria;Pernoctaciones;Residentes en España;2012M07;65.048
39 Cantabria;Pernoctaciones;Residentes en España;2012M06;25.894
39 Cantabria;Pernoctaciones;Residentes en España;2012M05;21.562
39 Cantabria;Pernoctaciones;Residentes en España;2012M04;37.235
39 Cantabria;Pernoctaciones;Residentes en España;2012M03;13.065
39 Cantabria;Pernoctaciones;Residentes en España;2012M02;13.111
39 Cantabria;Pernoctaciones;Residentes en España;2012M01;8.929
39 Cantabria;Pernoctaciones;Residentes en España;2011M12;17.530
39 Cantabria;Pernoctaciones;Residentes en España;2011M11;13.045
39 Cantabria;Pernoctaciones;Residentes en España;2011M10;24.684
39 Cantabria;Pernoctaciones;Residentes en España;2011M09;46.404
39 Cantabria;Pernoctaciones;Residentes en España;2011M08;111.531
39 Cantabria;Pernoctaciones;Residentes en España;2011M07;83.965
39 Cantabria;Pernoctaciones;Residentes en España;2011M06;31.014
39 Cantabria;Pernoctaciones;Residentes en España;2011M05;22.395
39 Cantabria;Pernoctaciones;Residentes en España;2011M04;30.821
39 Cantabria;Pernoctaciones;Residentes en España;2011M03;17.683
39 Cantabria;Pernoctaciones;Residentes en España;2011M02;13.113
39 Cantabria;Pernoctaciones;Residentes en España;2011M01;7.711
39 Cantabria;Pernoctaciones;Residentes en España;2010M12;22.988
39 Cantabria;Pernoctaciones;Residentes en España;2010M11;11.538
39 Cantabria;Pernoctaciones;Residentes en España;2010M10;31.316
39 Cantabria;Pernoctaciones;Residentes en España;2010M09;39.282
39 Cantabria;Pernoctaciones;Residentes en España;2010M08;130.482
39 Cantabria;Pernoctaciones;Residentes en España;2010M07;67.025
39 Cantabria;Pernoctaciones;Residentes en España;2010M06;29.759
39 Cantabria;Pernoctaciones;Residentes en España;2010M05;23.238
39 Cantabria;Pernoctaciones;Residentes en España;2010M04;33.423
39 Cantabria;Pernoctaciones;Residentes en España;2010M03;27.720
39 Cantabria;Pernoctaciones;Residentes en España;2010M02;13.083
39 Cantabria;Pernoctaciones;Residentes en España;2010M01;9.652
39 Cantabria;Pernoctaciones;Residentes en España;2009M12;24.700
39 Cantabria;Pernoctaciones;Residentes en España;2009M11;15.142
39 Cantabria;Pernoctaciones;Residentes en España;2009M10;31.939
39 Cantabria;Pernoctaciones;Residentes en España;2009M09;53.458
39 Cantabria;Pernoctaciones;Residentes en España;2009M08;152.075
39 Cantabria;Pernoctaciones;Residentes en España;2009M07;80.317
39 Cantabria;Pernoctaciones;Residentes en España;2009M06;36.027
39 Cantabria;Pernoctaciones;Residentes en España;2009M05;24.315
39 Cantabria;Pernoctaciones;Residentes en España;2009M04;43.261
39 Cantabria;Pernoctaciones;Residentes en España;2009M03;19.948
39 Cantabria;Pernoctaciones;Residentes en España;2009M02;13.102
39 Cantabria;Pernoctaciones;Residentes en España;2009M01;12.300
39 Cantabria;Pernoctaciones;Residentes en España;2008M12;20.307
39 Cantabria;Pernoctaciones;Residentes en España;2008M11;16.620
39 Cantabria;Pernoctaciones;Residentes en España;2008M10;22.733
39 Cantabria;Pernoctaciones;Residentes en España;2008M09;43.185
39 Cantabria;Pernoctaciones;Residentes en España;2008M08;153.764
39 Cantabria;Pernoctaciones;Residentes en España;2008M07;71.737
39 Cantabria;Pernoctaciones;Residentes en España;2008M06;31.653
39 Cantabria;Pernoctaciones;Residentes en España;2008M05;29.064
39 Cantabria;Pernoctaciones;Residentes en España;2008M04;19.109
39 Cantabria;Pernoctaciones;Residentes en España;2008M03;36.917
39 Cantabria;Pernoctaciones;Residentes en España;2008M02;13.464
39 Cantabria;Pernoctaciones;Residentes en España;2008M01;8.982
39 Cantabria;Pernoctaciones;Residentes en España;2007M12;21.560
39 Cantabria;Pernoctaciones;Residentes en España;2007M11;20.535
39 Cantabria;Pernoctaciones;Residentes en España;2007M10;26.829
39 Cantabria;Pernoctaciones;Residentes en España;2007M09;39.334
39 Cantabria;Pernoctaciones;Residentes en España;2007M08;145.078
39 Cantabria;Pernoctaciones;Residentes en España;2007M07;74.274
39 Cantabria;Pernoctaciones;Residentes en España;2007M06;30.060
39 Cantabria;Pernoctaciones;Residentes en España;2007M05;19.957
39 Cantabria;Pernoctaciones;Residentes en España;2007M04;52.827
39 Cantabria;Pernoctaciones;Residentes en España;2007M03;13.695
39 Cantabria;Pernoctaciones;Residentes en España;2007M02;11.603
39 Cantabria;Pernoctaciones;Residentes en España;2007M01;7.135
39 Cantabria;Pernoctaciones;Residentes en España;2006M12;19.584
39 Cantabria;Pernoctaciones;Residentes en España;2006M11;13.637
39 Cantabria;Pernoctaciones;Residentes en España;2006M10;28.435
39 Cantabria;Pernoctaciones;Residentes en España;2006M09;42.271
39 Cantabria;Pernoctaciones;Residentes en España;2006M08;160.253
39 Cantabria;Pernoctaciones;Residentes en España;2006M07;77.481
39 Cantabria;Pernoctaciones;Residentes en España;2006M06;26.622
39 Cantabria;Pernoctaciones;Residentes en España;2006M05;19.397
39 Cantabria;Pernoctaciones;Residentes en España;2006M04;41.914
39 Cantabria;Pernoctaciones;Residentes en España;2006M03;13.245
39 Cantabria;Pernoctaciones;Residentes en España;2006M02;9.666
39 Cantabria;Pernoctaciones;Residentes en España;2006M01;9.049
39 Cantabria;Pernoctaciones;Residentes en España;2005M12;14.411
39 Cantabria;Pernoctaciones;Residentes en España;2005M11;10.137
39 Cantabria;Pernoctaciones;Residentes en España;2005M10;19.726
39 Cantabria;Pernoctaciones;Residentes en España;2005M09;35.662
39 Cantabria;Pernoctaciones;Residentes en España;2005M08;132.803
39 Cantabria;Pernoctaciones;Residentes en España;2005M07;70.133
39 Cantabria;Pernoctaciones;Residentes en España;2005M06;20.306
39 Cantabria;Pernoctaciones;Residentes en España;2005M05;16.590
39 Cantabria;Pernoctaciones;Residentes en España;2005M04;14.654
39 Cantabria;Pernoctaciones;Residentes en España;2005M03;26.529
39 Cantabria;Pernoctaciones;Residentes en España;2005M02;8.091
39 Cantabria;Pernoctaciones;Residentes en España;2005M01;6.563
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2026M06;9.083
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2026M05;7.391
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2026M04;6.042
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2026M03;3.324
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2026M02;2.598
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2026M01;312
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M12;1.598
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M11;2.705
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M10;5.181
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M09;9.880
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M08;22.089
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M07;18.153
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M06;9.027
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M05;6.449
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M04;7.317
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M03;921
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M02;524
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2025M01;482
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M12;3.306
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M11;3.192
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M10;8.175
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M09;17.678
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M08;26.231
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M07;23.933
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M06;14.793
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M05;11.117
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M04;5.816
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M03;2.781
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M02;1.667
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M01;1.374
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M12;1.820
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M11;2.192
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M10;6.731
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M09;15.339
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M08;22.690
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M07;20.121
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M06;11.812
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M05;7.642
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M04;5.351
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M03;1.862
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M02;1.684
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M01;1.605
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M12;2.104
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M11;1.994
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M10;7.748
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M09;11.070
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M08;21.367
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M07;17.526
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M06;10.180
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M05;6.211
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M04;4.430
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M03;2.447
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M02;1.360
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2022M01;506
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M12;1.377
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M11;1.376
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M10;5.032
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M09;10.467
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M08;11.722
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M07;13.086
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M06;3.983
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M05;1.834
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M04;222
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M03;114
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M02;137
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2021M01;195
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M12;302
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M11;.
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M10;2.268
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M09;5.730
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M08;6.726
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M07;9.877
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M06;822
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M05;.
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M04;.
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M03;229
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M02;1.215
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2020M01;1.452
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M12;2.155
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M11;1.993
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M10;4.167
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M09;11.155
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M08;21.568
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M07;14.526
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M06;9.622
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M05;5.598
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M04;2.942
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M03;1.366
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M02;564
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2019M01;419
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M12;1.085
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M11;524
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M10;3.709
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M09;7.244
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M08;16.981
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M07;14.171
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M06;6.260
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M05;5.580
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M04;1.921
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M03;1.464
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M02;562
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2018M01;260
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M12;699
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M11;654
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M10;2.199
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M09;5.892
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M08;15.425
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M07;11.903
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M06;6.783
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M05;3.101
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M04;3.039
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M03;2.276
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M02;3.673
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2017M01;3.522
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M12;579
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M11;432
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M10;3.460
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M09;5.902
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M08;18.284
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M07;15.056
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M06;4.108
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M05;3.282
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M04;1.432
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M03;1.174
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M02;479
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2016M01;409
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M12;493
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M11;213
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M10;2.394
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M09;7.513
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M08;14.965
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M07;11.687
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M06;5.850
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M05;4.172
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M04;1.896
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M03;1.113
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M02;437
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2015M01;208
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M12;712
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M11;402
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M10;2.990
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M09;6.726
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M08;15.220
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M07;10.132
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M06;4.921
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M05;3.125
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M04;2.686
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M03;352
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M02;235
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2014M01;296
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M12;301
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M11;384
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M10;2.291
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M09;6.126
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M08;15.195
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M07;13.105
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M06;5.160
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M05;3.357
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M04;949
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M03;548
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M02;391
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2013M01;263
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2012M12;521
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2012M11;1.026
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2012M10;3.300
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2012M09;6.829
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2012M08;16.327
39 Cantabria;Pernoctaciones;Residentes en el Extranjero;2012M07;14.665
